UPA;UT;Faixa;Especie;DAP;Hc;Qf;Volume;MICRO
6;5;8;Acapu;71.62;11;1;3.102029;AEE
6;5;8;Fava atanÆ;71.301;15;1;4.192523;AEE
6;5;8;Cedrorana;89.127;20;1;8.734423;AEE
6;5;8;Acapu;50.93;10;1;1.426028;AEE
6;5;8;Maparajuba;55.704;13;2;2.217725;AEE
6;5;8;Acapu;47.746;11;2;1.37868;AEE
6;5;8;Coco pau;71.62;17;2;4.794045;AEE
6;5;8;Sucupira Preta;48.383;12;2;1.544389;AEE
6;5;8;Ita£ba;50.293;16;2;2.224961;AEE
6;5;8;Louro canela;49.02;19;2;2.510055;AEE
6;5;8;Abiu rosadinho;45.2;13;1;1.460186;AEE
6;5;8;Matamata vermelho;46.155;13;1;1.522536;AEE
6;5;8;Abiu vermelho;60.161;14;2;2.785735;AEE
6;5;8;Seringarana;51.885;16;1;2.368009;AEE
6;5;8;Envira Preta;60.479;19;2;3.820753;AEE
6;5;8;NI;57.296;12;2;2.165781;AEE
6;5;8;Abiu vermelho;63.344;17;1;3.750103;AEE
6;5;8;Seringa;45.2;17;2;1.909474;AEE
6;5;8;Abiu vermelho;50.93;13;2;1.853837;AEE
6;5;8;Uxirana;55.386;15;2;2.529752;AEE
6;5;8;Abiu rosadinho;66.845;17;2;4.176146;AEE
6;5;8;Acapu;36.606;10;1;0.736688;AEE
6;5;8;Guariuba;52.839;16;1;2.455977;AEE
6;5;8;Acapu;42.972;10;2;1.01521;AEE
6;5;8;Abiu vermelho;69.073;14;2;3.672279;AEE
6;5;8;Angelim vermelho;98.676;20;2;10.706353;AEE
6;5;8;Guariuba;81.487;15;1;5.475949;AEE
6;5;8;Acapu;76.394;13;2;4.171133;AEE
6;5;8;Jatoba;59.206;14;1;2.698001;AEE
6;5;8;Sucupira Amarela;49.338;13;2;1.739782;AEE
6;5;8;Seringa;46.155;17;2;1.991008;AEE
6;5;8;Abiu vermelho;59.206;16;1;3.08343;AEE
6;5;8;Angelim rajado;47.428;8;2;0.989352;AEE
6;5;8;Abiu rosadinho;51.885;12;2;1.776007;AEE
6;5;8;Paraputaca;63.662;12;2;2.673803;AEE
6;5;8;Abiu vermelho;68.437;11;2;2.832421;AEE
6;5;8;Abiu rosadinho;58.887;14;1;2.669068;AEE
6;5;8;Abiu vermelho;60.479;15;2;3.016384;AEE
6;5;8;Louro Preto;47.746;16;2;2.005352;AEE
6;5;8;Abiu vermelho;57.296;14;2;2.526744;AEE
6;5;8;Muiracatiara;45.518;16;2;1.822553;AEE
6;5;8;Cumaru;45.518;9;2;1.025186;AEE
6;5;8;Abiu vermelho;66.845;17;1;4.176146;AEE
6;5;8;Louro Preto;85.944;13;2;5.27909;AEE
6;5;8;Louro Preto;84.989;12;1;4.765319;AEE
6;5;8;Louro Preto;63.662;13;2;2.89662;AEE
6;5;8;Abiu vermelho;89.127;16;1;6.987539;AEE
6;5;8;Matamata vermelho;46.155;15;2;1.756772;AEE
6;5;8;Seringarana;76.394;12;2;3.850276;AEE
6;5;8;Melancieiro;89.127;13;3;5.677375;AEE
6;5;8;Breu vermelho;54.113;20;2;3.219705;AEE
6;5;8;Cupi£ba;63.344;12;1;2.647132;AEE
6;5;8;Fava orelha de macaco;62.389;12;1;2.56792;AEE
6;5;8;Cupi£ba;74.803;16;1;4.922026;AEE
6;5;8;Tauari;78.304;18;2;6.067795;AEE
6;5;8;Jatoba;66.845;16;2;3.93049;AEE
6;5;8;Abiu vermelho;54.113;13;2;2.092808;APP
6;5;8;Melancieiro;55.068;17;2;2.834192;APP
6;5;8;Cumaru;54.113;12;3;1.931823;APP
6;5;8;Paraputaca;54.749;16;2;2.636726;AEE
6;5;8;Matamat  branco;60.479;15;2;3.016384;AEE
6;5;8;Seringa;54.113;17;1;2.736749;AEE
6;5;8;Cupi£ba;66.845;14;1;3.439179;APP
6;5;8;Maparajuba;46.155;13;2;1.522536;APP
6;5;8;Seringarana;65.254;17;1;3.979649;APP
6;5;8;Acapu;45.2;14;3;1.572508;APP
6;5;8;Matamata vermelho;51.566;12;1;1.754282;APP
6;5;8;Acapu;43.927;14;1;1.485164;APP
6;5;8;Tachirana;48.383;16;2;2.059185;APP
6;5;8;Par -Par ;51.566;12;2;1.754282;APP
6;5;8;Matamata vermelho;53.158;14;2;2.174949;APP
6;5;8;Louro faia;57.296;18;1;3.248671;APP
6;5;8;Jatoba;73.211;14;1;4.125455;APP
6;5;8;Tauari;70.983;17;2;4.709197;APP
6;5;8;Abiu vermelho;63.662;14;2;3.119437;APP
6;5;8;Seringarana;70.028;20;1;5.392169;APP
6;5;8;Timborana;52.521;12;2;1.819857;AEE
6;5;8;Acapu;41.38;9;2;0.847261;AEE
6;5;8;Maparajuba;50.93;12;1;1.711234;AEE
6;5;8;Tauari;82.761;18;1;6.778091;AEE
6;5;8;Seringarana;61.752;16;2;3.354375;AEE
6;5;8;Abiu vermelho;65.89;18;1;4.296367;AEE
6;5;8;Abiu vermelho;45.2;15;2;1.68483;AEE
6;5;8;Matamat  jiboia;57.296;17;1;3.068189;AEE
6;5;8;Andiroba;54.113;22;2;3.541675;AEE
6;5;8;Cupi£ba;89.127;14;2;6.114096;AEE
6;5;8;Matamat  branco;45.2;12;2;1.347864;AEE
6;5;8;Jatoba;53.794;16;2;2.54555;AEE
6;5;8;Acapu;38.515;12;2;0.978679;AEE
6;5;8;Melancieiro;92.31;15;2;7.027089;AEE
6;5;8;Muiracatiara;60.479;22;1;4.42403;AEE
6;5;8;Matamata vermelho;70.028;13;2;3.50491;AEE
6;5;8;Acapu;36.606;12;2;0.884026;AEE
6;5;8;Angelim vermelho;70.028;18;2;4.852953;AEE
6;5;8;Maparajuba;53.476;14;1;2.201075;AEE
6;5;8;Jatoba;50.93;15;2;2.139042;AEE
6;5;8;Acapu;54.113;9;2;1.448867;AEE
6;5;8;Cupi£ba;70.028;13;2;3.50491;AEE
6;5;8;Maparajuba;50.293;16;1;2.224961;AEE
6;5;8;Maparajuba;48.383;13;2;1.673088;AEE
6;5;8;Maparajuba;56.659;16;2;2.823893;AEE
6;5;8;Ma‡aranduba;76.394;13;1;4.171133;AEE
6;5;8;Cumaru;54.113;15;2;2.414778;AEE
6;5;8;Cupi£ba;62.07;15;1;3.17723;AEE
6;5;8;Guajara Bolacha;82.761;17;1;6.40153;AEE
6;5;8;Maparajuba;76.394;16;1;5.133702;AEE
6;5;8;Acapu;43.608;12;2;1.254615;AEE
6;5;8;Cupi£ba;82.761;13;2;4.895288;AEE
6;5;8;Timborana;89.127;15;2;6.550817;AEE
6;5;8;Abiu vermelho;73.211;16;2;4.714806;AEE
6;5;8;Acapu;66.845;14;2;3.439179;AEE
6;5;8;Amapa amargoso;57.296;13;2;2.346262;AEE
6;5;8;Matamata vermelho;50.93;12;1;1.711234;AEE
6;5;8;Maparajuba;47.746;16;1;2.005352;AEE
6;5;8;Acapu;39.47;17;1;1.456064;AEE
6;5;8;Acapu;41.38;14;2;1.317962;AEE
6;5;8;Fava Bolota;65.89;11;2;2.625558;AEE
6;5;8;Acapu;50.93;11;2;1.568631;AEE
6;5;9;Matamat  jiboia;56.977;10;1;1.784819;AEE
6;5;9;Abiu vermelho;101.859;14;2;7.985758;AEE
6;5;9;Matamata vermelho;66.845;16;2;3.93049;AEE
6;5;9;Seringa;66.845;20;1;4.913113;AEE
6;5;9;Maparajuba;71.938;15;1;4.267724;AEE
6;5;9;Maparajuba;70.665;15;1;4.117991;AEE
6;5;9;Maparajuba;47.428;12;2;1.484028;AEE
6;5;9;Louro Vermelho;54.113;13;2;2.092808;AEE
6;5;9;Guajara Bolacha;81.806;14;2;5.150892;AEE
6;5;9;Acapu;41.062;10;1;0.926974;AEE
6;5;9;Acapu;50.93;13;1;1.853837;AEE
6;5;9;Angelim amargoso;70.028;16;1;4.313736;AEE
6;5;9;Cupi£ba;66.845;13;2;3.193524;AEE
6;5;9;Acapu;47.746;15;1;1.880018;AEE
6;5;9;Maparajuba;67.482;20;1;5.007142;AEE
6;5;9;Abiu rosadinho;47.746;12;2;1.504014;AEE
6;5;9;Acapu;41.38;9;2;0.847261;AEE
6;5;9;Acapu;45.518;11;2;1.253005;AEE
6;5;9;Abiu rosadinho;50.93;13;1;1.853837;AEE
6;5;9;Jatoba;50.93;14;2;1.99644;AEE
6;5;9;Par -Par ;48.701;15;2;1.955971;AEE
6;5;9;Timborana;77.349;15;2;4.933919;APP
6;5;9;Tauari;54.113;19;2;3.058719;APP
6;5;9;Breu vermelho;50.611;14;3;1.971562;APP
6;5;9;Tauari;66.845;17;1;4.176146;APP
6;5;9;Acapu;60.479;12;2;2.413107;APP
6;5;9;Louro abacate;85.944;14;2;5.685174;APP
6;5;9;Cupi£ba;82.761;15;1;5.648409;APP
6;5;9;Maparajuba;53.476;12;2;1.886635;APP
6;5;9;Matamat  branco;57.296;11;2;1.985299;APP
6;5;9;Piquia;76.394;15;1;4.812846;APP
6;5;9;Acapu;56.341;12;1;2.094189;APP
6;5;9;Ananin;45.2;16;2;1.797152;AEE
6;5;9;Cupi£ba;89.127;17;2;7.42426;AEE
6;5;9;Abiu rosadinho;47.746;14;2;1.754683;AEE
6;5;9;Breu vermelho;56.341;13;2;2.268705;AEE
6;5;9;Matamat  branco;92.31;14;2;6.558616;AEE
6;5;9;Piquia;183.665;15;1;27.81833;AEE
6;5;9;Louro Preto;49.656;12;2;1.626742;AEE
6;5;9;Muiracatiara;70.028;19;4;5.122561;AEE
6;5;9;Abiu rosadinho;55.704;15;2;2.558913;AEE
6;5;9;Piquia;98.676;11;2;5.888494;AEE
6;5;9;Cupi£ba;70.028;10;2;2.696085;AEE
6;5;9;Maparajuba;58.887;10;1;1.906477;AEE
6;5;9;Guajara Bolacha;53.158;14;1;2.174949;AEE
6;5;9;Cupi£ba;83.397;16;2;6.118018;AEE
6;5;9;Fava branca;94.22;12;2;5.856698;AEE
6;5;9;Muiracatiara;64.299;19;1;4.318615;AEE
6;5;9;Cupi£ba;52.521;14;1;2.123167;AEE
6;5;9;Cupi£ba;83.716;15;1;5.779509;AEE
6;5;9;Piquia;54.113;14;2;2.253793;AEE
6;5;9;Ananin;52.839;18;2;2.762974;AEE
6;5;9;NI;82.761;17;2;6.40153;AEE
6;5;9;Abiu rosadinho;60.479;15;1;3.016384;AEE
6;5;9;Cumaru;73.211;15;1;4.420131;AEE
6;5;9;Melancieiro;49.338;13;2;1.739782;AEE
6;5;9;Louro Vermelho;92.31;15;2;7.027089;AEE
6;5;9;Muiracatiara;76.394;19;2;6.096271;AEE
6;5;9;Acapu;39.152;15;2;1.264124;AEE
6;5;9;Louro Preto;76.394;15;2;4.812846;AEE
6;5;9;Angelim pedra;47.746;16;2;2.005352;AEE
6;5;9;Cajuacu;77.986;18;1;6.018564;AEE
6;5;9;Cupi£ba;98.676;19;1;10.171035;AEE
6;5;9;Jatoba;58.887;17;2;3.241011;AEE
6;5;9;Seringarana;65.572;18;1;4.254957;AEE
6;5;9;Maparajuba;70.028;19;1;5.122561;AEE
6;5;9;Jatoba;82.761;18;1;6.778091;AEE
6;5;9;Maparajuba;70.983;19;1;5.26322;AEE
6;5;9;Maparajuba;54.749;19;1;3.131112;AEE
6;5;9;Cupi£ba;85.307;20;1;8.001801;AEE
6;5;9;Angelim vermelho;114.592;18;2;12.994683;AEE
6;5;9;Maparajuba;70.028;19;2;5.122561;AEE
6;5;9;Muiracatiara;63.662;22;1;4.901972;AEE
6;5;9;Melancieiro;57.296;19;2;3.429152;AEE
6;5;9;Melancieiro;50.93;17;2;2.424248;AEE
6;5;9;Acapu;55.704;14;2;2.388319;AEE
6;5;9;Ucuubarana;85.944;19;2;7.715593;AEE
6;5;9;Cupi£ba;70.028;20;1;5.392169;AEE
6;5;9;Breu vermelho;46.473;15;1;1.781087;AEE
6;5;9;Abiu vermelho;70.028;19;1;5.122561;AEE
6;5;9;Acapu;52.521;15;1;2.274821;AEE
6;5;9;Acapu;47.746;12;2;1.504014;AEE
6;5;9;Acapu;50.93;12;2;1.711234;AEE
6;5;9;Acapu;50.93;13;1;1.853837;AEE
6;5;9;NI;70.028;16;2;4.313736;AEE
6;5;9;Timborana;70.028;15;2;4.044127;AEE
6;5;9;Abiu rosadinho;60.479;14;1;2.815292;AEE
6;5;9;Melancieiro;82.761;18;2;6.778091;AEE
6;5;9;Louro Preto;55.704;15;1;2.558913;AEE
6;5;9;Maparajuba;76.713;19;1;6.147179;AEE
6;5;9;Matamata vermelho;52.839;14;1;2.14898;AEE
6;5;9;Murur‚;76.394;19;1;6.096271;AEE
6;5;9;Acapu;43.608;11;2;1.150064;AEE
6;5;9;Muiracatiara;49.02;16;2;2.11373;AEE
6;5;9;Angelim amargoso;84.352;19;2;7.432476;AEE
6;5;9;Timborana;55.704;14;2;2.388319;AEE
6;5;9;Tachi Preto;54.113;17;2;2.736749;AEE
6;5;9;Maparajuba;51.885;14;2;2.072008;AEE
6;5;9;Angelim pedra;97.085;20;2;10.363772;AEE
6;5;9;Maparajuba;48.383;18;1;2.316583;AEE
6;5;9;Angelim vermelho;149.606;13;2;15.996584;AEE
6;5;9;Melancieiro;76.394;17;2;5.454558;AEE
6;5;9;Muiracatiara;66.845;20;1;4.913113;AEE
6;5;10;Angelim vermelho;159.155;12;4;16.711269;AEE
6;5;10;Fava branca;47.428;15;2;1.855034;AEE
6;5;10;Sucupira Amarela;49.02;18;2;2.377947;AEE
6;5;10;Timborana;89.127;13;2;5.677375;AEE
6;5;10;Abiu vermelho;64.617;18;1;4.131928;AEE
6;5;10;Guajara Bolacha;89.127;17;2;7.42426;AEE
6;5;10;Seringarana;52.521;12;2;1.819857;AEE
6;5;10;Louro abacate;101.859;14;2;7.985758;AEE
6;5;10;Cumaru;63.662;10;3;2.228169;AEE
6;5;10;Timborana;48.701;13;2;1.695174;AEE
6;5;10;Maparajuba;55.704;14;2;2.388319;AEE
6;5;10;Fava branca;66.845;20;2;4.913113;AEE
6;5;10;Cajuacu;90.4;17;2;7.637897;AEE
6;5;10;Maparajuba;70.028;14;1;3.774519;AEE
6;5;10;Abiu rosadinho;70.028;17;1;4.583344;AEE
6;5;10;Seringarana;74.803;17;1;5.229652;AEE
6;5;10;Abiu rosadinho;66.845;18;1;4.421802;AEE
6;5;10;Maparajuba;47.746;16;1;2.005352;AEE
6;5;10;Maparajuba;57.296;16;1;2.887707;AEE
6;5;10;Timborana;57.296;12;2;2.165781;AEE
6;5;10;Seringarana;56.341;19;1;3.3158;AEE
6;5;10;Sucupira Amarela;50.93;11;2;1.568631;AEE
6;5;10;Muiracatiara;76.394;20;1;6.417127;AEE
6;5;10;Melancieiro;73.848;14;2;4.197514;AEE
6;5;10;Amapa doce;101.859;17;1;9.696992;AEE
6;5;10;Ip‚ Amarelo;50.93;14;2;1.99644;AEE
6;5;10;Cumaru;53.476;10;2;1.572196;AEE
6;5;10;Melancieiro;89.127;17;2;7.42426;AEE
6;5;10;Ucuubarana;60.479;15;2;3.016384;AEE
6;5;10;Maparajuba;60.479;16;2;3.217476;AEE
6;5;10;Ma‡aranduba;82.761;15;1;5.648409;AEE
6;5;10;Cupi£ba;59.524;12;2;2.337505;AEE
6;5;10;Jatoba;58.251;15;2;2.798218;AEE
6;5;10;Maparajuba;76.394;14;2;4.491989;AEE
6;5;10;Acapu;60.479;12;2;2.413107;AEE
6;5;10;Andiroba;70.028;13;2;3.50491;AEE
6;5;10;Andiroba;57.296;13;2;2.346262;AEE
6;5;10;Maparajuba;45.2;12;2;1.347864;AEE
6;5;10;Copaiba;60.479;17;2;3.418569;AEE
6;5;10;Maparajuba;55.386;16;1;2.698402;AEE
6;5;10;Maparajuba;57.296;17;1;3.068189;AEE
6;5;10;Maparajuba;47.746;19;2;2.381356;AEE
6;5;10;Fava branca;57.296;18;2;3.248671;AEE
6;5;10;Matamat  jiboia;59.524;19;1;3.70105;AEE
6;5;10;Cumaru;63.662;11;2;2.450986;AEE
6;5;10;Acapu;44.563;11;1;1.200983;AEE
6;5;10;Maparajuba;66.845;17;2;4.176146;AEE
6;5;10;Muiracatiara;63.662;19;2;4.233521;AEE
6;5;10;Tachi Branco;89.127;17;2;7.42426;AEE
6;5;10;Muiracatiara;55.704;18;2;3.070696;APP
6;5;10;Sucupira Preta;64.935;18;2;4.172737;APP
6;5;10;Acapu;47.746;11;2;1.37868;APP
6;5;10;Ananin;58.569;19;1;3.583253;APP
6;5;10;Cupi£ba;89.127;16;1;6.987539;APP
6;5;10;Louro abacate;57.296;12;2;2.165781;APP
6;5;10;Tachi Preto;63.025;13;2;2.838977;AEE
6;5;10;Acapu;43.927;12;1;1.272998;AEE
6;5;10;Timborana;92.31;14;4;6.558616;AEE
6;5;10;Acapu;44.563;12;1;1.310163;AEE
6;5;10;Acapu;52.521;14;2;2.123167;AEE
6;5;10;Acapu;56.341;14;2;2.443221;AEE
6;5;10;Acapu;58.887;13;2;2.47842;AEE
6;5;10;Timborana;70.028;17;1;4.583344;AEE
6;5;10;Muiracatiara;71.62;19;1;5.358051;AEE
6;5;10;Ita£ba;61.752;14;2;2.935078;AEE
6;5;10;Maparajuba;45.518;13;1;1.480825;AEE
6;5;11;Acapu;73.848;13;2;3.897692;AEE
6;5;11;Timborana;85.944;17;2;6.903425;AEE
6;5;11;Muiracatiara;78.941;20;1;6.852066;AEE
6;5;11;Maparajuba;75.439;15;2;4.693276;AEE
6;5;11;Maparajuba;65.254;12;1;2.809164;AEE
6;5;11;Maparajuba;63.662;17;1;3.787888;AEE
6;5;11;Sucupira Preta;52.839;19;2;2.916473;AEE
6;5;11;Cupi£ba;82.761;15;1;5.648409;AEE
6;5;11;Acapu;63.662;16;1;3.565071;AEE
6;5;11;Maparajuba;46.792;14;1;1.685198;AEE
6;5;11;Seringarana;70.028;20;1;5.392169;AEE
6;5;11;Tachi Branco;82.761;12;2;4.518727;AEE
6;5;11;Acapu;45.2;12;1;1.347864;AEE
6;5;11;Tauari;58.569;20;1;3.771845;AEE
6;5;11;Cupi£ba;82.761;15;2;5.648409;AEE
6;5;11;Tauari;79.577;18;2;6.266726;AEE
6;5;11;Matamat  preto;63.662;16;1;3.565071;AEE
6;5;11;Acapu;50.93;11;1;1.568631;APP
6;5;11;Fava branca;57.296;12;1;2.165781;APP
6;5;11;Sucupira Amarela;57.932;18;1;3.321264;APP
6;5;11;Timborana;89.127;13;1;5.677375;APP
6;5;11;Tachi Branco;73.211;15;1;4.420131;APP
6;5;11;Tachi Preto;70.028;12;1;3.235302;AEE
6;5;11;Seringa;47.746;15;1;1.880018;APP
6;5;11;Cajuacu;65.254;19;1;4.447844;APP
6;5;11;Acapu;54.113;14;1;2.253793;AEE
6;5;11;Ita£ba;50.93;16;1;2.281645;AEE
6;5;11;Maparajuba;56.341;14;2;2.443221;AEE
6;5;11;Fava orelha de macaco;73.211;13;3;3.83078;AEE
6;5;11;Cupi£ba;54.113;10;1;1.609852;AEE
6;5;11;Fava branca;46.473;16;2;1.899826;AEE
6;5;11;Cupi£ba;70.028;17;1;4.583344;AEE
6;5;11;Guajara Bolacha;76.394;15;2;4.812846;AEE
6;5;11;Maparajuba;54.113;16;1;2.575764;AEE
6;5;11;Guajara Bolacha;93.265;18;2;8.607874;AEE
6;5;11;Andiroba;54.113;12;2;1.931823;AEE
6;5;11;Maparajuba;57.296;14;2;2.526744;AEE
6;5;11;Tachi Branco;57.296;12;2;2.165781;AEE
6;5;11;Acapu;50.93;13;2;1.853837;AEE
6;5;11;Maparajuba;54.113;16;2;2.575764;AEE
6;5;11;Maparajuba;59.206;16;1;3.08343;AEE
6;5;11;Angelim pedra;111.408;18;2;12.282783;AEE
6;5;11;Cajuacu;82.761;19;1;7.154651;AEE
6;5;11;Marupa;81.169;17;2;6.157685;AEE
6;5;11;Cupi£ba;66.845;14;2;3.439179;AEE
6;5;11;Acapu;44.563;10;1;1.091803;AEE
6;5;11;Louro Preto;57.296;10;2;1.804817;AEE
6;5;11;Ma‡aranduba;57.296;19;1;3.429152;AEE
6;5;11;Guajara Bolacha;79.577;17;1;5.918575;AEE
6;5;11;Amapa amargoso;57.296;14;2;2.526744;AEE
6;5;11;Piquia;53.476;12;2;1.886635;AEE
6;5;11;Maparajuba;58.887;18;1;3.431659;AEE
6;5;11;Guajara Bolacha;82.761;17;2;6.40153;AEE
6;5;11;Cupi£ba;50.611;12;1;1.68991;AEE
6;5;11;Louro Vermelho;58.887;15;1;2.859716;AEE
6;5;11;Muiracatiara;62.707;19;1;4.107468;AEE
6;5;11;Timborana;73.211;17;1;5.009481;AEE
6;5;11;Jatoba;87.535;17;1;7.161475;AEE
6;5;11;Sucupira Amarela;50.611;19;2;2.675691;AEE
6;5;11;Cumaru;85.307;17;2;6.801531;AEE
6;5;11;Amapa doce;100.586;19;1;10.568563;AEE
6;5;11;Ita£ba;52.521;14;2;2.123167;AEE
6;5;11;Fava branca;66.845;16;2;3.93049;AEE
6;5;11;Louro abacate;114.592;17;1;12.272756;AEE
6;5;11;Oiticica;60.479;20;2;4.021845;AEE
6;5;11;Pau Jacar‚;45.518;16;1;1.822553;AEE
6;5;11;Melancieiro;57.296;14;2;2.526744;AEE
6;5;11;Fava atanÆ;60.479;14;3;2.815292;AEE
6;5;11;Cupi£ba;70.028;15;2;4.044127;AEE
6;5;11;Maparajuba;90.4;18;1;8.087185;AEE
6;5;11;Angelim pedra;119.048;17;1;13.245864;AEE
6;5;11;Cupi£ba;78.941;14;1;4.796446;AEE
6;5;11;Tachirana;46.473;13;2;1.543609;AEE
6;5;11;Sucupira tento, pele de sapo;53.158;15;1;2.330303;AEE
6;5;11;Tachirana;54.113;16;1;2.575764;AEE
6;5;11;Timborana;85.944;16;2;6.497341;AEE
6;5;11;Maparajuba;63.662;16;1;3.565071;AEE
6;5;11;Seringa;54.113;17;1;2.736749;AEE
6;5;11;Tanimbuca;71.62;16;1;4.512043;AEE
6;5;11;Cupi£ba;72.256;12;2;3.44446;AEE
6;5;11;Cupi£ba;82.761;16;2;6.024969;AEE
6;5;11;Fava escorrega macaco;58.887;17;2;3.241011;AEE
